,_id,gender,subCategory,articleType,baseColour,productDisplayName,image,price
126,63d7c05221c499a3844d8fc6,Men,Shoes,Sports Shoes,Black,Fila Men's Victory Black Shoe,http://assets.myntassets.com/v1/images/style/properties/3090de677a92eb346719f0632e939062_images.jpg,200
127,63d7c05221c499a3844d8fc7,Men,Topwear,Tshirts,Purple,Proline Men Purple Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/01e962844e68a39880211e7ba3a43a7c_images.jpg,200
128,63d7c05221c499a3844d8fc8,Women,Free Gifts,Free Gifts,Blue,Aspen Women Blue Dial Watch,http://assets.myntassets.com/v1/images/style/properties/939c882f33e24ebe570b8708e16046d9_images.jpg,200
129,63d7c05221c499a3844d8fc9,Men,Topwear,Shirts,Blue,Flying Machine Men Check Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/c2984f58de4e666b5a3fe6a3b8e36f23_images.jpg,200
130,63d7c05221c499a3844d8fca,Men,Shoes,Casual Shoes,Black,Globalite Men Black Sparta Shoes,http://assets.myntassets.com/v1/images/style/properties/32b930343fffe258bcdf6ab9363bb24e_images.jpg,200
131,63d7c05221c499a3844d8fcb,Men,Shoes,Sports Shoes,Black,Puma Men Drift Cat III CF Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/b0f6e40ac38b85e949721b079891659f_images.jpg,200
132,63d7c05221c499a3844d8fcc,Women,Topwear,Tshirts,White,Gini and Jony Girl's Viona Pack of 3 Tee Kidswear,http://assets.myntassets.com/v1/images/style/properties/a8bf405400eec5130c056452d20ba104_images.jpg,200
133,63d7c05221c499a3844d8fcd,Women,Shoes,Casual Shoes,Black,Nike Women Double Team Lite Black Shoes,http://assets.myntassets.com/v1/images/style/properties/c12db15b9443c0d5180bfd8ed70cf71e_images.jpg,200
134,63d7c05221c499a3844d8fce,Men,Topwear,Shirts,Black,Scullers Men Scul White & Red Shirt,http://assets.myntassets.com/v1/images/style/properties/aae2b9f9d775f4840c2984ffcb370f3d_images.jpg,200
135,63d7c05221c499a3844d8fcf,Men,Topwear,Shirts,Blue,Arrow Men Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/7d8d482713ec3ae6fd651599bca43a8b_images.jpg,200
136,63d7c05221c499a3844d8fd0,Men,Shoes,Formal Shoes,Black,Lee Cooper Men Nnado Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/ef183787311e4d8e9f33dcf3ceff9102_images.jpg,200
137,63d7c05221c499a3844d8fd1,Men,Shoes,Casual Shoes,Black,Skechers Men's Striking Black Shoe,http://assets.myntassets.com/v1/images/style/properties/7ab6c782cf6156d10037f737cc34e1f0_images.jpg,200
138,63d7c05221c499a3844d8fd2,Men,Topwear,Shirts,Navy Blue,Scullers Men Scul Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/eb4f7552fb100853af1645329b27d5c6_images.jpg,200
139,63d7c05221c499a3844d8fd3,Men,Bottomwear,Jeans,Blue,French Connection Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-Blue-Jeans_d715338997b800fead88e914cbdeca14_images.jpg,200
140,63d7c05221c499a3844d8fd4,Women,Innerwear,Bra,Pink,Enamor Petal Pink Bra,http://assets.myntassets.com/v1/images/style/properties/1bbd6a03afd58770d90cd55dfa375da2_images.jpg,200
141,63d7c05221c499a3844d8fd5,Men,Shoes,Casual Shoes,Black,Vans Men Classic Slip-On Black Shoes,http://assets.myntassets.com/v1/images/style/properties/0e41c416bc349faead7ebe8851e1a398_images.jpg,200
142,63d7c05221c499a3844d8fd6,Men,Topwear,Shirts,Red,Indigo Nation Men Checks Red Shirts,http://assets.myntassets.com/v1/images/style/properties/1c08078104bd5c3acd6cb0a872ded330_images.jpg,200
143,63d7c05221c499a3844d8fd7,Boys,Topwear,Tshirts,Green,Gini and Jony Boys United Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/76787f70a91d57f216c5f01ac354482c_images.jpg,200
144,63d7c05221c499a3844d8fd8,Men,Shoes,Sports Shoes,Grey,Nike Men Lunarswift +3 Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/7befb37221105961c017e679245ce9f6_images.jpg,200
145,63d7c05221c499a3844d8fd9,Women,Innerwear,Bra,Black,Amante Black Printed Push-Up Bra BGSS01,http://assets.myntassets.com/v1/images/style/properties/Amante-Copper-Floral-Romance-Bra_e38c74ec54fae0bec0d655cedc0f479c_images.jpg,200
146,63d7c05221c499a3844d8fda,Men,Topwear,Shirts,Navy Blue,Flying Machine Men HS Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/841b253d83d3c33eabc627a5a0d971ff_images.jpg,200
147,63d7c05221c499a3844d8fdb,Men,Topwear,Shirts,Red,Basics Men Red Slim Fit Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/68e7811deafaee1ab4295cbaf4765856_images.jpg,200
148,63d7c05221c499a3844d8fdc,Men,Watches,Watches,Silver,Citizen Men Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/365ac3bda83964848786cd56013fb194_images.jpg,200
149,63d7c05221c499a3844d8fdd,Women,Topwear,Tshirts,Red,Tokyo Talkies Women Printed Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/3c24fbf941f6d2f3f722cf56da3d36b2_images.jpg,200
150,63d7c05221c499a3844d8fde,Women,Topwear,Tops,Pink,Gini and Jony Girl's Veeya Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/02d998a5e24bbc99dda9a40f4941c58d_images.jpg,200
151,63d7c05221c499a3844d8fdf,Women,Bags,Handbags,Black,Murcia Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/5210f474af6dc324c272e72af6a8a76a_images.jpg,200
152,63d7c05221c499a3844d8fe0,Men,Shoes,Casual Shoes,Black,Lotto Men's Calcetto Black Brown Shoe,http://assets.myntassets.com/v1/images/style/properties/5b54a388987f652667b258f4480b2a13_images.jpg,200
153,63d7c05221c499a3844d8fe1,Men,Bottomwear,Jeans,Blue,Lee Men Tino Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/ce3149f5fd8fa39cbff8dc8fc4e29a6f_images.jpg,200
154,63d7c05221c499a3844d8fe2,Women,Topwear,Tshirts,Black,Lee Women Solid Black Tshirts,http://assets.myntassets.com/v1/images/style/properties/8edd80f77d30fb2d93b2079804c0a4e5_images.jpg,200
155,63d7c05221c499a3844d8fe3,Women,Watches,Watches,Black,DKNY Women Black Dial Watch NY4951,http://assets.myntassets.com/v1/images/style/properties/7b5b5ecb32564d6cd15b87bb2640a92c_images.jpg,200
156,63d7c05221c499a3844d8fe4,Women,Bottomwear,Jeans,Blue,Spykar Women Ep Jeans Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/3d8ebb1a01134bd612a5765372a4c644_images.jpg,200
157,63d7c05221c499a3844d8fe5,Men,Topwear,Shirts,Blue,Highlander Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/3bfee9a84a21304fbd61695bc49cb410_images.jpg,200
158,63d7c05221c499a3844d8fe6,Women,Innerwear,Bra,Lavender,Enamor Lavender Bra,http://assets.myntassets.com/v1/images/style/properties/cd7c73d4ebbaa57a7beb14ca4e2bb73b_images.jpg,200
159,63d7c05221c499a3844d8fe7,Women,Bags,Handbags,White,Be For Bag Women Pink Bag,http://assets.myntassets.com/v1/images/style/properties/Be-For-Bag-Women-Pink-Bag_32be09da738bae6a3c1d55fa74bcd9f0_images.jpg,200
160,63d7c05221c499a3844d8fe8,Men,Watches,Watches,White,Titan Men White Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-White-Watch_c0ca5e6952a8eb4bb2ecbf520d589531_images.jpg,200
161,63d7c05221c499a3844d8fe9,Men,Topwear,Tshirts,Blue,Puma Men Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/00e81bedb33d7f0896b10b7c559dac54_images.jpg,200
162,63d7c05221c499a3844d8fea,Men,Topwear,Tshirts,Burgundy,Puma Men Burgundy T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Burgundy-T-shirt_e6305f2e85f1ff7d9b022df62d12bb42_images.jpg,200
163,63d7c05221c499a3844d8feb,Women,Watches,Watches,Beige,DKNY Women Beige Dial Watch NY8308,http://assets.myntassets.com/v1/images/style/properties/28ad7534ec84e1f52f622dd7aac4a0f3_images.jpg,200
164,63d7c05221c499a3844d8fec,Women,Bags,Handbags,Navy Blue,Baggit Women Galaxy Exel Navy Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/89feaac7389339e1d0bc78d5a5379172_images.jpg,200
165,63d7c05221c499a3844d8fed,Men,Topwear,Shirts,White,Wrangler Men Dodge Broad Accent Check White Shirts,http://assets.myntassets.com/v1/images/style/properties/9b59fd18735b3dc79370bf2a3f7c5402_images.jpg,200
166,63d7c05221c499a3844d8fee,Men,Sandal,Sandals,Black,Coolers Men Black Sandals,http://assets.myntassets.com/v1/images/style/properties/a534fc3afe0802b1a9d84e28a34104aa_images.jpg,200
167,63d7c05221c499a3844d8fef,Women,Wallets,Wallets,Purple,Baggit Women Purple Wallet,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Purple-Wallet_20cb9029012b8c024a5b234fc329c17a_images.jpg,200
168,63d7c05221c499a3844d8ff0,Women,Innerwear,Bra,Maroon,Enamor Masai Lift Bra,http://assets.myntassets.com/v1/images/style/properties/4c6e51ca52a1ff16ca042985ff969f44_images.jpg,200
169,63d7c05221c499a3844d8ff1,Women,Innerwear,Bra,Nude,Amante Nude-Coloured Full-Coverage Bra BFOM12,http://assets.myntassets.com/v1/image/style/properties/53507/Amante-Skin-Colour-Comfort-Bra-BFOM12_1_fcbc61e5b4a414c26f44ed2e68b2f69f.jpg,200
170,63d7c05221c499a3844d8ff2,Men,Topwear,Shirts,White,Scullers Men White Check Shirt,http://assets.myntassets.com/v1/images/style/properties/ece8a47407fece07bda02acc0317119c_images.jpg,200
171,63d7c05221c499a3844d8ff3,Women,Bags,Handbags,Brown,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Brown-Handbag_14006277bd404074924c0c048165d3cf_images.jpg,200
172,63d7c05221c499a3844d8ff4,Women,Bottomwear,Jeans,Blue,United Colors of Benetton Women Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/83c62173527ba1a605d126f07f31538e_images.jpg,200
173,63d7c05221c499a3844d8ff5,Men,Socks,Socks,Black,Levis Men 3 Pair Of Socks,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-3-Pair-Of-Socks_0820e18c11a5760f252b95d8a7baa37e_images.jpg,200
174,63d7c05221c499a3844d8ff6,Women,Bags,Handbags,Black,Kiara Women Small Pocket Black Handbag,http://assets.myntassets.com/v1/images/style/properties/a67b7cbe909ff888ce49009ea8f00cda_images.jpg,200
175,63d7c05221c499a3844d8ff7,Women,Bags,Handbags,Purple,Murcia Women Hahk Purple Handbags,http://assets.myntassets.com/v1/images/style/properties/db58e608dad2c712e97b28c879670c51_images.jpg,200
176,63d7c05221c499a3844d8ff8,Girls,Topwear,Tshirts,Yellow,Doodle Girl's Dont Worry Hippie Yellow Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/7918b015029fad3d8108d7f07a5867e2_images.jpg,200
177,63d7c05221c499a3844d8ff9,Women,Bags,Handbags,Black,United Colors of Benetton Women Solid Black Handbags,http://assets.myntassets.com/v1/images/style/properties/c169a640c55a80e6cbb47715731ee529_images.jpg,200
178,63d7c05221c499a3844d8ffa,Men,Shoes,Formal Shoes,Brown,Clarks Men Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Brown-Formal-Shoes_cae81cf723ab38cd1a0921981bba2a05_images.jpg,200
179,63d7c05221c499a3844d8ffb,Men,Topwear,Tshirts,Red,Angry Birds Men Red Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/568717bc99b48dce185ae1455acbb2a8_images.jpg,200
180,63d7c05221c499a3844d8ffc,Men,Topwear,Tshirts,Grey,Inesis Men Solid Grey Tshirt,http://assets.myntassets.com/v1/images/style/properties/c63aa5a0cf92985a6527f11c364f7356_images.jpg,200
181,63d7c05221c499a3844d8ffd,Women,Topwear,Jackets,Black,United Colors of Benetton Women Solid Black Jacket,http://assets.myntassets.com/v1/images/style/properties/a17db8e6c96c44467950a37c02e56465_images.jpg,200
182,63d7c05221c499a3844d8ffe,Men,Sandal,Sandals,Black,Franco Leone Men Casual Black Sandals,http://assets.myntassets.com/v1/images/style/properties/0f2519ae8f147ea7406e11586c49a12b_images.jpg,200
183,63d7c05221c499a3844d8fff,Men,Watches,Watches,White,Maxima Men White Dial Attivo Watch,http://assets.myntassets.com/v1/images/style/properties/abbd1b739fdfb4524e4974ac24044b6b_images.jpg,200
184,63d7c05221c499a3844d9000,Men,Topwear,Shirts,Red,United Colors Of Benetton Men Red Check Shirt,http://assets.myntassets.com/v1/images/style/properties/07ac24b8f6eaeb18db5db67ed22b7df7_images.jpg,200
185,63d7c05221c499a3844d9001,Men,Flip Flops,Flip Flops,Brown,Puma Men Java Brown Flip Flops,http://assets.myntassets.com/v1/images/style/properties/005203199ea23de3f97959be14c2533c_images.jpg,200
186,63d7c05221c499a3844d9002,Men,Flip Flops,Flip Flops,Brown,Quiksilver Men Brown Flip Flops,http://assets.myntassets.com/v1/images/style/properties/93422bef704ee5830c23f615bc89fa32_images.jpg,200
187,63d7c05221c499a3844d9003,Women,Topwear,Tops,Pink,Levis Kids Girl's Dionne Pink Teens Kidswear,http://assets.myntassets.com/v1/images/style/properties/014519ce544153b6be1aaddc0075eed8_images.jpg,200
188,63d7c05221c499a3844d9004,Girls,Topwear,Tshirts,Orange,Doodle Girl's Hippie Chic Orange Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/68540a8389d1a4a474037492a3e8cf15_images.jpg,200
189,63d7c05221c499a3844d9005,Men,Socks,Socks,Pink,ADIDAS Originals Men Pink Casual Socks,http://assets.myntassets.com/v1/images/style/properties/Adidas-Originals-Men-Pink-Casual-Socks46284c62c2af3e688a92031f01de1d09_images.jpg,200
190,63d7c05221c499a3844d9006,Men,Topwear,Shirts,Olive,s.Oliver Men Check Olive Shirt,http://assets.myntassets.com/v1/images/style/properties/7a76bbe935cb227f86dc6ee762aa287c_images.jpg,200
191,63d7c05221c499a3844d9007,Men,Socks,Socks,Black,Levis Men Pack of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-Pack-of-3-Socks_247d46323ee253339e7b4a1c06103214_images.jpg,200
192,63d7c05221c499a3844d9008,Women,Bags,Handbags,Blue,Kiara Women Small Pocket Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/526ed0e9a1210a4a056dbaea8098a449_images.jpg,200
193,63d7c05221c499a3844d9009,Men,Topwear,Tshirts,Navy Blue,U.S. Polo Assn. Denim Co. Men Navy Blue T-Shirt,http://assets.myntassets.com/v1/images/style/properties/b10fa72ea9666a9487d1847cbbeb2c7c_images.jpg,200
194,63d7c05221c499a3844d900a,Women,Topwear,Tops,Green,Gini and Jony Girl's Venice Green Blue Infant Kidswear,http://assets.myntassets.com/v1/images/style/properties/a866b479997762fb0968fb8b9d9f94d4_images.jpg,200
195,63d7c05221c499a3844d900b,Men,Topwear,Shirts,Blue,Myntra Men Blue and Yellow Check Shirt,http://assets.myntassets.com/v1/images/style/properties/7e30615a10bfcdb141d62e561bc2c971_images.jpg,200
196,63d7c05221c499a3844d900c,Men,Topwear,Tshirts,Black,Puma Men V.11 Speed Black Tshirts,http://assets.myntassets.com/v1/images/style/properties/7dbc055fa8f79ab862364fa1234e8b2b_images.jpg,200
197,63d7c05221c499a3844d900d,Men,Topwear,Sweaters,Purple,s.Oliver Men Solid Purple Sweater,http://assets.myntassets.com/v1/images/style/properties/9ef9d37fb29c0fed00276e82310dc647_images.jpg,200
198,63d7c05221c499a3844d900e,Women,Shoes,Casual Shoes,Grey,Catwalk Women Ballerina Grey Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/2c7a995d8ed4d42a9803a68ed652ba4b_images.jpg,200
199,63d7c05221c499a3844d900f,Men,Topwear,Tshirts,Navy Blue,United Colors of Benetton Men Navy Blue Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/ee9e58dceb868ace5888a7ee92e220c7_images.jpg,200
200,63d7c05221c499a3844d9010,Men,Bottomwear,Trousers,Grey,Probase Men Solid DK.Grey Trousers,http://assets.myntassets.com/v1/images/style/properties/a4a1e136d60855130467e3bd5b09bf60_images.jpg,200
201,63d7c05221c499a3844d9011,Women,Bags,Mobile Pouch,Purple,Baggit Women Auxi Baby Purple Mobile Pouch,http://assets.myntassets.com/v1/images/style/properties/fa3a6288fedb0be66850daff5121587e_images.jpg,200
202,63d7c05221c499a3844d9012,Men,Topwear,Shirts,White,Scullers Men White & Navy Blue Check Shirt,http://assets.myntassets.com/v1/images/style/properties/28e44de5a234820d82848cc5aaf81ef4_images.jpg,200
203,63d7c05221c499a3844d9013,Girls,Topwear,Tshirts,Blue,Doodle Girl's Raw Edges Light Blue Kidswear,http://assets.myntassets.com/v1/images/style/properties/52f6936ed0d2fa4736209c5a24e26081_images.jpg,200
204,63d7c05221c499a3844d9014,Women,Bags,Handbags,Pink,Paridhan Women Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/f19cf52c06b22027fddd534cdf5a0df0_images.jpg,200
205,63d7c05221c499a3844d9015,Men,Innerwear,Innerwear Vests,White,Jockey GOLDEDN Men Gold Edition White Innerwear Vest 4020,http://assets.myntassets.com/v1/images/style/properties/e76718d29de434707621a50af1dc863b_images.jpg,200
206,63d7c05221c499a3844d9016,Women,Topwear,Tshirts,Pink,Disney Kids Girl Pooh Pink And White Top,http://assets.myntassets.com/v1/images/style/properties/8cf8c048455fe9f75cd27c3b6e5a8d4b_images.jpg,200
207,63d7c05221c499a3844d9017,Men,Shoes,Casual Shoes,Blue,Vans Men Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Blue-Chukka-Boot-Shoes_678a3cfded1ec1bcceca587f6776a926_images.jpg,200
208,63d7c05221c499a3844d9018,Men,Sandal,Sandals,Black,Franco Leone Men Casual Black Sandals,http://assets.myntassets.com/v1/images/style/properties/Franco-Leone-Men-Casual-Black-Sandals_64e305d58336526ca53af1df28ff7721_images.jpg,200
209,63d7c05221c499a3844d9019,Men,Bottomwear,Jeans,Blue,Jack & Jones Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/1e85047e167a6e042302be3a4a6c8da8_images.jpg,200
210,63d7c05221c499a3844d901a,Men,Topwear,Shirts,Navy Blue,United Colors Of Benetton Men Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/b4053ad6c63d828b0e70cd816247f958_images.jpg,200
211,63d7c05221c499a3844d901b,Men,Topwear,Sweatshirts,Grey,Status Quo Men Solid Dark Grey Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/519f52fd6d8f4dc701a84890e062991a_images.jpg,200
212,63d7c05221c499a3844d901c,Women,Bags,Handbags,Brown,Murcia Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/008d48cc4edd8bd05ed6f6a8a0ccae66_images.jpg,200
213,63d7c05221c499a3844d901d,Men,Flip Flops,Flip Flops,Olive,Fila Men Rambler Olive Flip Flops,http://assets.myntassets.com/v1/images/style/properties/aa5794990af2ef0cc5aa7240508c7d6f_images.jpg,200
214,63d7c05221c499a3844d901e,Men,Topwear,Tshirts,Black,Proline Men Black Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/10f220c080cb8a2d65b076bdb70109f6_images.jpg,200
215,63d7c05221c499a3844d901f,Men,Topwear,Shirts,Grey,United Colors Of Benetton Men Grey Shirt,http://assets.myntassets.com/v1/images/style/properties/51381b9659f1a9349fcf6a0fee14f031_images.jpg,200
216,63d7c05221c499a3844d9020,Women,Shoes,Sports Shoes,Olive,Nike Women Lunarswift +3 Olive Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/2b3ed352576a63ce4c55aacd2911f79c_images.jpg,200
217,63d7c05221c499a3844d9021,Men,Socks,Socks,Black,Jockey LCESCBRA Men Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-Pack-of-3-Socks_dec49abcc11b16976232d915072c9242_images.jpg,200
218,63d7c05221c499a3844d9022,Men,Socks,Socks,Black,Genesis Men Pack of 3 Socks,http://assets.myntassets.com/v1/images/style/properties/7395d9c2a58ff0378e258f621f84622d_images.jpg,200
219,63d7c05221c499a3844d9023,Men,Topwear,Tshirts,Purple,Basics Men Solid Purple Tshirts,http://assets.myntassets.com/v1/images/style/properties/393be276083cbde55cbf02d96072f8cd_images.jpg,200
220,63d7c05221c499a3844d9024,Unisex,Bags,Backpacks,Red,Puma Unisex Deck Red Backpacks,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-Deck-Red-Backpacks6af81aede68a11a247420fa04200f20f_images.jpg,200
221,63d7c05221c499a3844d9025,Men,Topwear,Tshirts,Blue,Mr.Men Men's Mr.Noisy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/3c05bd4d400ae7d8f7c339137283dcef_images.jpg,200
222,63d7c05221c499a3844d9026,Women,Topwear,Jackets,Pink,Lotto Women Cathy Pink Jacket,http://assets.myntassets.com/v1/images/style/properties/1d5f9c47ddc8f42deca41e8a17335847_images.jpg,200
223,63d7c05221c499a3844d9027,Women,Topwear,Tops,Black,Arrow Women Black Top,http://assets.myntassets.com/v1/images/style/properties/40014fbb0362937401e076119468d633_images.jpg,200
224,63d7c05221c499a3844d9028,Men,Topwear,Shirts,White,Basics Men White Slim Fit Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/86bc888e5b861af81f564e2e9f627299_images.jpg,200
225,63d7c05221c499a3844d9029,Women,Topwear,Shirts,Purple,Jealous 21 Women Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/68c39f47440cb294ec9049b94b23176d_images.jpg,200
226,63d7c05221c499a3844d902a,Men,Topwear,Tshirts,Grey,Inkfruit Mens Urban Warfare T-shirt,http://assets.myntassets.com/v1/images/style/properties/d6148296344abfd0cc84e4961735862e_images.jpg,200
227,63d7c05221c499a3844d902b,Women,Innerwear,Bra,Purple,Bwitch Purple Full-Coverage Lace Bra RTV-BW334,http://assets.myntassets.com/assets/images/45096/2016/7/26/11469536045888-Bwitch-Purple-Lace-Bra-RTV-BW334-1531469536043188-1.jpg,200
228,63d7c05221c499a3844d902c,Men,Bottomwear,Jeans,Blue,Lee Men Blue Zed Fit Jeans,http://assets.myntassets.com/v1/images/style/properties/6a913c4ca4f75ab1876bb070aa0b90b0_images.jpg,200
229,63d7c05221c499a3844d902d,Men,Shoes,Casual Shoes,Brown,Rockport Men Brown Leather Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/Rockport-Men-Brown-Leather-Casual-Shoes_9c5fb81fa80950693ae635413df4f5c0_images.jpg,200
230,63d7c05221c499a3844d902e,Girls,Topwear,Tops,White,Gini and Jony Girls White Top,http://assets.myntassets.com/v1/images/style/properties/63e4f7008a21ad52e8e004ec132987dd_images.jpg,200
231,63d7c05221c499a3844d902f,Men,Topwear,Shirts,Black,Denizen Men Check Black Shirt,http://assets.myntassets.com/v1/images/style/properties/a0bb2dc080a0d54e0aeb5551e2eb64ad_images.jpg,200
232,63d7c05221c499a3844d9030,Men,Bottomwear,Jeans,Blue,Locomotive Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/8e7e926b9c6ef92e0703f9f2eb6a681a_images.jpg,200
233,63d7c05221c499a3844d9031,Men,Topwear,Shirts,White,Indigo Nation Men Check White Shirts,http://assets.myntassets.com/v1/images/style/properties/014491b2cdd79256c7fc811cdd6fd7e3_images.jpg,200
234,63d7c05221c499a3844d9032,Men,Flip Flops,Flip Flops,Navy Blue,Fila Men Terra Navy Blue Slippers,http://assets.myntassets.com/v1/images/style/properties/9d16956167f078c3a4b09328fab65b2e_images.jpg,200
235,63d7c05221c499a3844d9033,Men,Topwear,Shirts,Red,Lee Men Check Red Shirts,http://assets.myntassets.com/v1/images/style/properties/a78d95920ad995ba3376542f5a5c2de7_images.jpg,200
236,63d7c05221c499a3844d9034,Unisex,Shoes,Sports Shoes,Black,Lotto Unisex Brooklyn Black Shoe,http://assets.myntassets.com/v1/images/style/properties/28d5d55a287e9c201aca2c42612f5854_images.jpg,200
237,63d7c05221c499a3844d9035,Men,Topwear,Shirts,Blue,Reid & Taylor Men Solid Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/b9349792a2b4220929ecca4a1c1c680d_images.jpg,200
238,63d7c05221c499a3844d9036,Women,Topwear,Shirts,Pink,Arrow Woman Pink Shirt,http://assets.myntassets.com/v1/images/style/properties/fffcc54cb5465d2fce6a8f51157fe44f_images.jpg,200
239,63d7c05221c499a3844d9037,Men,Shoes,Casual Shoes,Black,Playboy Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/60ea37226c9c5ed103eeedde59116038_images.jpg,200
240,63d7c05221c499a3844d9038,Men,Topwear,Tshirts,Black,Mark Taylor Men Printed Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/bdf23bd3f7fa9730f9772f9f292b5fa1_images.jpg,200
241,63d7c05221c499a3844d9039,Men,Shoes,Casual Shoes,Purple,Gas Men Aishley Greyish Purple Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/fa0b8460a26ccca6d24d819a7fd5b168_images.jpg,200
242,63d7c05221c499a3844d903a,Women,Topwear,Shirts,Olive,Scullers For Her Olive Shirt,http://assets.myntassets.com/v1/images/style/properties/d93965abf012f4ec461bddcfa083d803_images.jpg,200
243,63d7c05221c499a3844d903b,Men,Topwear,Tshirts,Grey,Mr.Men Men's Mr.Mischief Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/b8cf77e0132bdc4c4d473df3e0c999d0_images.jpg,200
244,63d7c05221c499a3844d903c,Men,Topwear,Tshirts,Green,Basics Men Green Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/3a9e687c8b4513c5d1d125ecf209cde3_images.jpg,200
245,63d7c05221c499a3844d903d,Men,Sandal,Sandals,Black,Coolers Men Black Sandals,http://assets.myntassets.com/v1/images/style/properties/1fe643f6730e29abcd819395dfb9ff92_images.jpg,200
246,63d7c05221c499a3844d903e,Women,Innerwear,Bra,Skin,Peri Peri Women Skin Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-Skin-Bra_03ad03147152bde164ac8fd486d5a721_images.jpg,200
247,63d7c05221c499a3844d903f,Men,Topwear,Tshirts,Navy Blue,Mark Taylor Men Printed Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/4ca7abf6ae19723460763331a4007ea2_images.jpg,200
248,63d7c05221c499a3844d9040,Unisex,Shoes,Casual Shoes,Blue,Lotto Unisex Canvas Purple Yellow Shoe,http://assets.myntassets.com/v1/images/style/properties/3b00609a3fc6691be87edaf03e5d51eb_images.jpg,200
249,63d7c05221c499a3844d9041,Men,Shoes,Casual Shoes,Black,Clarks Men Rocco Fuse Black Leather Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/5040e0c7e82dcc67e1c0a42ee04eb519_images.jpg,200
250,63d7c05221c499a3844d9042,Women,Topwear,Sweaters,Peach,Flying Machine Women Solid Peach Sweaters,http://assets.myntassets.com/v1/images/style/properties/97e79ebb1048d210b52d05f8fb2c40c5_images.jpg,200
251,63d7c05221c499a3844d9043,Women,Watches,Watches,White,SKAGEN DENMARK Women White Mother of Pearl Dial Watch 107SSCS,http://assets.myntassets.com/v1/images/style/properties/201ebfd9ff5eb504b6f32d034536c0a1_images.jpg,200
